Position,Track Name,Artist,Streams,date,region,spotify_id
1,THE SCOTTS,THE SCOTTS,48430814,2020-04-24--2020-05-01,global,39Yp9wwQiSRIDOvrVg7mbk
2,Blinding Lights,The Weeknd,39815380,2020-04-24--2020-05-01,global,0VjIjW4GlUZAMYd2vXMi3b
3,Roses - Imanbek Remix,SAINt JHN,33715483,2020-04-24--2020-05-01,global,24Yi9hE78yPEbZ4kxyoXAI
4,Toosie Slide,Drake,33319125,2020-04-24--2020-05-01,global,127QTOFJsJQp5LbJbu3A1y
5,death bed (coffee for your head) (feat. beabadoobee),Powfu,28723959,2020-04-24--2020-05-01,global,7eJMfftS33KTjuF7lTsMCx
6,Don't Start Now,Dua Lipa,27328676,2020-04-24--2020-05-01,global,3PfIrDoz19wz7qK7tYeu62
7,SICKO MODE,Travis Scott,24424239,2020-04-24--2020-05-01,global,2xLMifQCjDGFmkHkpNLD9h
8,The Box,Roddy Ricch,24176908,2020-04-24--2020-05-01,global,0nbXyq5TXYPCO7pr3N8S4I
9,Dance Monkey,Tones And I,24035263,2020-04-24--2020-05-01,global,1rgnBhdG2JDFTbYkYRZAku
10,Righteous,Juice WRLD,23233286,2020-04-24--2020-05-01,global,0OyQns5ayNK2OVaES0Vb8t
11,Blueberry Faygo,Lil Mosey,23116918,2020-04-24--2020-05-01,global,22LAwLoDA5b4AaGSkg6bKW
12,Say So,Doja Cat,23023262,2020-04-24--2020-05-01,global,3Dv1eDb0MEgF93GpLXlucZ
13,goosebumps,Travis Scott,22652793,2020-04-24--2020-05-01,global,6gBFPUFcJLzWGx4lenP6h2
14,ROCKSTAR (feat. Roddy Ricch),DaBaby,19368988,2020-04-24--2020-05-01,global,7ytR5pFWmSjzHJIeQkgog4
15,Break My Heart,Dua Lipa,19003813,2020-04-24--2020-05-01,global,017PF4Q3l4DBUiWoXk4OWT
16,Supalonely,BENEE,18767669,2020-04-24--2020-05-01,global,4nK5YrxbMGZstTLbvj6Gxw
17,HIGHEST IN THE ROOM,Travis Scott,18713474,2020-04-24--2020-05-01,global,3eekarcy7kvN4yt5ZFzltW
18,Intentions (feat. Quavo),Justin Bieber,17639482,2020-04-24--2020-05-01,global,4umIPjkehX1r7uhmGvXiSV
19,Falling,Trevor Daniel,17451702,2020-04-24--2020-05-01,global,2rRJrJEo19S2J82BDsQ3F7
20,Sunday Best,Surfaces,16983467,2020-04-24--2020-05-01,global,1Cv1YLb4q0RzL6pybtaMLo
21,Savage,Megan Thee Stallion,15790028,2020-04-24--2020-05-01,global,55CHeLEfn5iJ0IIkgaa4si
22,Someone You Loved,Lewis Capaldi,15479120,2020-04-24--2020-05-01,global,7qEHsqek33rTcFNT9PFqLf
23,Boss Bitch,Doja Cat,15474057,2020-04-24--2020-05-01,global,78qd8dvwea0Gosb6Fe6j3k
24,Yo Perreo Sola,Bad Bunny,14959588,2020-04-24--2020-05-01,global,0SqqAgdovOE24BzxIClpjw
25,ROXANNE,Arizona Zervas,14950290,2020-04-24--2020-05-01,global,696DnlkuDOXcMAnKlTgXXK
26,Circles,Post Malone,14868230,2020-04-24--2020-05-01,global,21jGcNKet2qwijlDFuPiPb
27,Safaera,Bad Bunny,14663836,2020-04-24--2020-05-01,global,2DEZmgHKAvm41k4J3R2E9Y
28,ily (i love you baby) (feat. Emilee),Surf Mesa,14102313,2020-04-24--2020-05-01,global,62aP9fBQKYKxi7PDXwcUAS
29,Tusa,KAROL G,14096506,2020-04-24--2020-05-01,global,7k4t7uLgtOxPwTpFmtJNTY
30,WHATS POPPIN,Jack Harlow,13550926,2020-04-24--2020-05-01,global,1jaTQ3nqY3oAAYyCTbIvnM
31,In Your Eyes,The Weeknd,13468525,2020-04-24--2020-05-01,global,7szuecWAPwGoV1e5vGu8tl
32,Physical,Dua Lipa,13247518,2020-04-24--2020-05-01,global,3AzjcOeAmA57TIOr9zF1ZW
33,Adore You,Harry Styles,12987384,2020-04-24--2020-05-01,global,3jjujdWJ72nww5eGnfs2E7
34,Life Is Good (feat. Drake),Future,12053518,2020-04-24--2020-05-01,global,5yY9lUy8nbvjM1Uyo1Uqoc
35,Favorito,Camilo,12042862,2020-04-24--2020-05-01,global,0jT8Nl0shPS8115is0wD2Q
36,Memories,Maroon 5,11717733,2020-04-24--2020-05-01,global,2b8fOow8UzyDFAE27YhOZM
37,bad guy,Billie Eilish,11587288,2020-04-24--2020-05-01,global,2Fxmhks0bxGSBdJ92vM42m
38,Rojo,J Balvin,11501111,2020-04-24--2020-05-01,global,380HmhwTE2NJgawn1NwkXi
39,Before You Go,Lewis Capaldi,11302486,2020-04-24--2020-05-01,global,2gMXnyrvIjhVBUZwvLZDMP
40,If the World Was Ending - feat. Julia Michaels,JP Saxe,11137128,2020-04-24--2020-05-01,global,2kJwzbxV2ppxnQoYw4GLBZ
41,Skechers,DripReport,10967603,2020-04-24--2020-05-01,global,2alc8VZAzDgdAsL2QMk3hu
42,Señorita,Shawn Mendes,10591687,2020-04-24--2020-05-01,global,6v3KW9xbzN5yKLt9YKDYA2
43,everything i wanted,Billie Eilish,10573399,2020-04-24--2020-05-01,global,3ZCTVFBt2Brf31RLEnCkWJ
44,I’m Ready (with Demi Lovato),Sam Smith,10561912,2020-04-24--2020-05-01,global,1fipvP2zmef6vN2IwXfJhY
45,Godzilla (feat. Juice WRLD),Eminem,10537834,2020-04-24--2020-05-01,global,7FIWs0pqAYbP91WWM0vlTQ
46,STARGAZING,Travis Scott,9826799,2020-04-24--2020-05-01,global,7wBJfHzpfI3032CSD7CE2m
47,Tattoo,Rauw Alejandro,9811036,2020-04-24--2020-05-01,global,7na7Bk98usp84FaOJFPv3d
48,Ride It,Regard,9464360,2020-04-24--2020-05-01,global,2tnVG71enUj33Ic2nFN6kZ
49,Breaking Me,Topic,9151645,2020-04-24--2020-05-01,global,3H7ihDc1dqLriiWXwsc2po
50,lovely (with Khalid),Billie Eilish,9073735,2020-04-24--2020-05-01,global,0u2P5u6lvoDfwTYjAADbn4
51,BUTTERFLY EFFECT,Travis Scott,9053020,2020-04-24--2020-05-01,global,6xcJyGpfZbuuiequtnlKt4
52,Walk Em Down (feat. Roddy Ricch),NLE Choppa,9022830,2020-04-24--2020-05-01,global,4cSSL3YafYjM3yjgFO1vJg
53,Amarillo,J Balvin,8992781,2020-04-24--2020-05-01,global,6zEgnpM0qYmHLDnh8WPejL
54,La Difícil,Bad Bunny,8803700,2020-04-24--2020-05-01,global,6NfrH0ANGmgBXyxgV2PeXt
55,Lose Control,MEDUZA,8762220,2020-04-24--2020-05-01,global,7CHi4DtfK4heMlQaudCuHK
56,PORFA,Feid,8691695,2020-04-24--2020-05-01,global,4TOmcZvw0gHa7GiXRbcYAW
57,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,8621633,2020-04-24--2020-05-01,global,0RiRZpuVRbi7oqRdSMwhQY
58,Ignorantes,Bad Bunny,8539127,2020-04-24--2020-05-01,global,38RIEav39FGi86jppxO0du
59,Lucid Dreams,Juice WRLD,8132391,2020-04-24--2020-05-01,global,285pBltuF7vW8TeWk8hdRR
60,Yummy,Justin Bieber,8087512,2020-04-24--2020-05-01,global,16wAOAZ2OkqoIDN7TpChjR
61,Si Veo a Tu Mamá,Bad Bunny,8049558,2020-04-24--2020-05-01,global,41wtwzCZkXwpnakmwJ239F
62,hot girl bummer,blackbear,7815476,2020-04-24--2020-05-01,global,7aiClxsDWFRQ0Kzk5KI5ku
63,Level of Concern,Twenty One Pilots,7760299,2020-04-24--2020-05-01,global,6xZ4Q2k2ompmDppyeESIY8
64,Morado,J Balvin,7632102,2020-04-24--2020-05-01,global,35KmOEIUqAGn02t7n4qaIr
65,RITMO (Bad Boys For Life),Black Eyed Peas,7537570,2020-04-24--2020-05-01,global,6cy3ki60hLwimwIje7tALf
66,Diosa,Myke Towers,7467076,2020-04-24--2020-05-01,global,3JHpk0DOTOzyh0777JFAky
67,OUT WEST (feat. Young Thug),JACKBOYS,7416880,2020-04-24--2020-05-01,global,6gi6y1xwmVszDWkUqab1qw
68,I Don't Care (with Justin Bieber),Ed Sheeran,7390228,2020-04-24--2020-05-01,global,0hVXuCcriWRGvwMV1r5Yn9
69,BELIEVE IT,PARTYNEXTDOOR,7182749,2020-04-24--2020-05-01,global,4HDCLYli2SUdkq9OjmvhSD
70,Salt,Ava Max,7089676,2020-04-24--2020-05-01,global,7vgv8KZBSo0TPzyIWG9yzV
71,Like It Is,Kygo,7062486,2020-04-24--2020-05-01,global,3frUvGrmGcay91lvFbOgsN
72,CITY OF ANGELS,24kGoldn,7001593,2020-04-24--2020-05-01,global,6ap9lSRJ0iLriGLqoJ44cq
73,High Fashion (feat. Mustard),Roddy Ricch,6975655,2020-04-24--2020-05-01,global,07KXEDMj78x68D884wgVEm
74,After Party,Don Toliver,6972812,2020-04-24--2020-05-01,global,527k23H0A4Q0UJN3vGs0Da
75,"10,000 Hours (with Justin Bieber)",Dan + Shay,6957328,2020-04-24--2020-05-01,global,2wrJq5XKLnmhRXHIAf9xBa
76,You should be sad,Halsey,6936372,2020-04-24--2020-05-01,global,7lidXGPXPYLNThITAOTlkK
77,Like That (feat. Gucci Mane),Doja Cat,6872422,2020-04-24--2020-05-01,global,4EivmOT13NMpNSfTKn9p4s
78,Elegí (feat. Dímelo Flow),Rauw Alejandro,6861844,2020-04-24--2020-05-01,global,50ZC4PM7hywH27RcCfViau
79,Selfish,Madison Beer,6806852,2020-04-24--2020-05-01,global,4PV0uE5pZSh44E3NqNNDEH
80,when the party's over,Billie Eilish,6798161,2020-04-24--2020-05-01,global,43zdsphuZLzwA9k4DJhU0I
81,Ballin' (with Roddy Ricch),Mustard,6753689,2020-04-24--2020-05-01,global,3QzAOrNlsabgbMwlZt7TAY
82,My Oh My (feat. DaBaby),Camila Cabello,6698472,2020-04-24--2020-05-01,global,3yOlyBJuViE2YSGn3nVE1K
83,Shallow,Lady Gaga,6668088,2020-04-24--2020-05-01,global,2VxeLyX666F8uXCJ0dZF8B
84,P2,Lil Uzi Vert,6614457,2020-04-24--2020-05-01,global,3kW4z2pIj5VY5fLjBrMRL5
85,Emotions,Ufo361,6586138,2020-04-24--2020-05-01,global,6lU4BQWZomCWRfKSowfezE
86,Know Your Worth,Khalid,6577048,2020-04-24--2020-05-01,global,0TrPqhAMoaKUFLR7iYDokf
87,Hola - Remix,Dalex,6508858,2020-04-24--2020-05-01,global,5stPVcRqb4qixbafP9e8lt
88,Turks (feat. Travis Scott),NAV,6503974,2020-04-24--2020-05-01,global,0lSZh5W0wDeurkGzLYY6hf
89,Play Date,Melanie Martinez,6465535,2020-04-24--2020-05-01,global,4DpNNXFMMxQEKl7r0ykkWA
90,Beautiful People (feat. Khalid),Ed Sheeran,6456110,2020-04-24--2020-05-01,global,70eFcWOvlMObDhURTqT4Fv
91,Sigues Con El,Dímelo Flow,6405855,2020-04-24--2020-05-01,global,7sQKy5vlPQllr0k9IjYJv3
92,Boyfriend,Selena Gomez,6346736,2020-04-24--2020-05-01,global,4QnC1bIaMSfDQvF4XDhV5M
93,Vete,Bad Bunny,6297250,2020-04-24--2020-05-01,global,2n7ohqg1s68ToAHh4u9mcW
94,Moral of the Story,Ashe,6287050,2020-04-24--2020-05-01,global,2nC3QhMI9reBIOWutbU3Tj
95,In Your Eyes (feat. Alida),Robin Schulz,6284186,2020-04-24--2020-05-01,global,61ZM92T2zaXIVsqncThQzC
96,Falling,Harry Styles,6220273,2020-04-24--2020-05-01,global,1ZMiCix7XSAbfAJlEZWMCp
97,Believer,Imagine Dragons,6161875,2020-04-24--2020-05-01,global,0pqnGHJpmpxLKifKRmU6WP
98,Astronomia,Vicetone,6118256,2020-04-24--2020-05-01,global,665AK0ovB11McZRwfa852G
99,rockstar (feat. 21 Savage),Post Malone,6099141,2020-04-24--2020-05-01,global,0e7ipj03S05BNilyu5bRzt
100,7 rings,Ariana Grande,6043728,2020-04-24--2020-05-01,global,6ocbgoVGwYJhOv1GgI9NsF
101,La Santa,Bad Bunny,5930905,2020-04-24--2020-05-01,global,69vlMrzHwATKzupwNcUPyK
102,FIND MY WAY,DaBaby,5924411,2020-04-24--2020-05-01,global,1gVCEnryJhkdQcuC0Kbvor
103,Lalala,Y2K,5871990,2020-04-24--2020-05-01,global,51Fjme0JiitpyXKuyQiCDo
104,After Hours,The Weeknd,5831279,2020-04-24--2020-05-01,global,2p8IUWQDrpjuFltbdgLOag
105,Jocelyn Flores,XXXTENTACION,5812684,2020-04-24--2020-05-01,global,7m9OqQk4RVRkw9JJdeAw96
106,Bandit (with YoungBoy Never Broke Again),Juice WRLD,5811740,2020-04-24--2020-05-01,global,6Gg1gjgKi2AK4e0qzsR7sd
107,Watermelon Sugar,Harry Styles,5801880,2020-04-24--2020-05-01,global,6UelLqGlWMcVH1E5c4H7lY
108,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,5796367,2020-04-24--2020-05-01,global,4S2uhQE8L9V6p7rj7SiauJ
109,Happier,Marshmello,5767057,2020-04-24--2020-05-01,global,2dpaYNEQHiRxtZbfNsse99
110,Myron,Lil Uzi Vert,5762598,2020-04-24--2020-05-01,global,56uXDJRCuoS7abX3SkzHKQ
111,SAD!,XXXTENTACION,5758083,2020-04-24--2020-05-01,global,3ee8Jmje8o58CHK66QrVC2
112,90-60-111,SHIRIN DAVID,5750861,2020-04-24--2020-05-01,global,3ZdDYeaZzeYnrP4crgXzPk
113,Ransom,Lil Tecca,5749493,2020-04-24--2020-05-01,global,1lOe9qE0vR9zwWQAOk6CoO
114,It's You,Ali Gatie,5687137,2020-04-24--2020-05-01,global,5DqdesEfbRyOlSS3Tf6c29
115,YOSEMITE,Travis Scott,5686981,2020-04-24--2020-05-01,global,7lAK3oHbfEnvUQWosrMMpR
116,This City,Sam Fischer,5682453,2020-04-24--2020-05-01,global,3H3r2nKWa3Yk5gt8xgmsEt
117,Kings & Queens,Ava Max,5656958,2020-04-24--2020-05-01,global,76nqCfJOcFFWBJN32PAksn
118,@ MEH,Playboi Carti,5649830,2020-04-24--2020-05-01,global,5UusfWUMMLEXLMc1ViNZoe
119,Gimme Love,Joji,5649255,2020-04-24--2020-05-01,global,2hfoyc7ve6xM4ZEiNIiU1B
120,No Idea,Don Toliver,5566678,2020-04-24--2020-05-01,global,7AzlLxHn24DxjgQX73F9fU
121,BOP,DaBaby,5526080,2020-04-24--2020-05-01,global,6Ozh9Ok6h4Oi1wUSLtBseN
122,Jangueo,Alex Rose,5521031,2020-04-24--2020-05-01,global,5m3jpKkgkfoMcym1qjToFg
123,Bohemian Rhapsody - 2011 Mix,Queen,5502289,2020-04-24--2020-05-01,global,4u7EnebtmKWzUH433cf5Qv
124,Heartless,The Weeknd,5501945,2020-04-24--2020-05-01,global,6bnF93Rx87YqUBLSgjiMU8
125,Shape of You,Ed Sheeran,5498006,2020-04-24--2020-05-01,global,7qiZfU4dY1lWllzX7mPBI3
126,Robbery,Juice WRLD,5481478,2020-04-24--2020-05-01,global,6Hj9jySrnFppAI0sEMCZpJ
127,Lose You To Love Me,Selena Gomez,5469302,2020-04-24--2020-05-01,global,4l0Mvzj72xxOpRrp6h8nHi
128,Get You The Moon (feat. Snøw),Kina,5460157,2020-04-24--2020-05-01,global,4ZLzoOkj0MPWrTLvooIuaa
129,What A Man Gotta Do,Jonas Brothers,5455722,2020-04-24--2020-05-01,global,4wNIkl5XGiAACjFBlDWuSd
130,Say You Won't Let Go,James Arthur,5430804,2020-04-24--2020-05-01,global,5uCax9HTNlzGybIStD3vDh
131,PTSD,G Herbo,5429383,2020-04-24--2020-05-01,global,3jT2LKH0RSbQ8jIUNFzXm5
132,Goodbyes (Feat. Young Thug),Post Malone,5416179,2020-04-24--2020-05-01,global,6vBdBCoOhKHiYDDOcorfNo
133,Stupid Love,Lady Gaga,5415190,2020-04-24--2020-05-01,global,2kJu14V7hbZw3I4K8L8SXb
134,Without Me,Halsey,5369586,2020-04-24--2020-05-01,global,6FZDfxM3a3UCqtzo5pxSLZ
135,What If I Told You That I Love You,Ali Gatie,5369055,2020-04-24--2020-05-01,global,3cqPu20DGTGUoZtbJH2Dmi
136,Bruises,Lewis Capaldi,5360492,2020-04-24--2020-05-01,global,4Of7rzpRpV1mWRbhp5rAqG
137,MAMACITA,Black Eyed Peas,5321021,2020-04-24--2020-05-01,global,14wf185UxfNbSy8dwt4r4q
138,Perfect,Ed Sheeran,5267449,2020-04-24--2020-05-01,global,0tgVpDi06FyKpA1z0VMD4v
139,China,Anuel AA,5255404,2020-04-24--2020-05-01,global,2ksOAxtIxY8yElEWw8RhgK
140,Make You Mine,PUBLIC,5241650,2020-04-24--2020-05-01,global,5iFwAOB2TFkPJk8sMlxP8g
141,Sigues Con El - Remix,Arcangel,5224645,2020-04-24--2020-05-01,global,4Pu0a2TuHOYtI4CCE3HEXI
142,Old Town Road - Remix,Lil Nas X,5139965,2020-04-24--2020-05-01,global,2YpeDb67231RjR0MgVLzsG
143,July,Noah Cyrus,5116060,2020-04-24--2020-05-01,global,5a6pdCHlWS2ekOOQ70QnAr
144,LA CANCIÓN,J Balvin,5114199,2020-04-24--2020-05-01,global,0fea68AdmYNygeTGI4RC18
145,No Me Conoce - Remix,Jhay Cortez,5069423,2020-04-24--2020-05-01,global,4R8BJggjosTswLxtkw8V7P
146,Fantasias,Rauw Alejandro,5067342,2020-04-24--2020-05-01,global,6mAN61JH0dzyZpWslS11jy
147,Never Seen the Rain,Tones And I,5061991,2020-04-24--2020-05-01,global,2grAr8pWMuLWn8ZYEE9wDV
148,Por Primera Vez,Camilo,4988890,2020-04-24--2020-05-01,global,0pgj4EzB1XRqgZemoMNG5D
149,Wow.,Post Malone,4946044,2020-04-24--2020-05-01,global,7xQAfvXzm3AkraOtGPWIZg
150,No Time To Die,Billie Eilish,4945763,2020-04-24--2020-05-01,global,73SpzrcaHk0RQPFP73vqVR
151,Houdini (feat. Swarmz & Tion Wayne),KSI,4914429,2020-04-24--2020-05-01,global,3lay6f81Lhy0qp2Uvp4cNJ
152,Sucker,Jonas Brothers,4902232,2020-04-24--2020-05-01,global,22vgEDb5hykfaTwLuskFGD
153,Maniac,Conan Gray,4898472,2020-04-24--2020-05-01,global,6KfoDhO4XUWSbnyKjNp9c4
154,Money In The Grave (Drake ft. Rick Ross),Drake,4893516,2020-04-24--2020-05-01,global,5ry2OE6R2zPQFDO85XkgRb
155,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4880420,2020-04-24--2020-05-01,global,3tv697PZNnaQN0Mn2zGhS5
156,Keii,Anuel AA,4863727,2020-04-24--2020-05-01,global,5eEQCfq7MXQr6aHLNRUZLs
157,Muévelo,Nicky Jam,4857369,2020-04-24--2020-05-01,global,4VgYtXCVJ7IbWAZ5ryfvEQ
158,Suicidal,YNW Melly,4838577,2020-04-24--2020-05-01,global,1iSqfoUFnQwV0QW1EfUit8
159,Azul,J Balvin,4829570,2020-04-24--2020-05-01,global,2lCkncy6bIB0LTMT7kvrD1
160,Sweet but Psycho,Ava Max,4808070,2020-04-24--2020-05-01,global,25sgk305KZfyuqVBQIahim
161,Be Alright,Dean Lewis,4788019,2020-04-24--2020-05-01,global,5qrSlOut2rNAWv3ubArkNy
162,Can We Kiss Forever?,Kina,4761700,2020-04-24--2020-05-01,global,58wyJLv6yH1La9NIZPl3ne
163,The Less I Know The Better,Tame Impala,4746921,2020-04-24--2020-05-01,global,6K4t31amVTZDgR3sKmwUJJ
164,ocean eyes,Billie Eilish,4722260,2020-04-24--2020-05-01,global,2uIX8YMNjGMD7441kqyyNU
165,All of Me,John Legend,4716619,2020-04-24--2020-05-01,global,3U4isOIWM3VvDubwSI3y7a
166,Sasuke,Lil Uzi Vert,4701551,2020-04-24--2020-05-01,global,0ROE31C8Wu4neZoR9stM9e
167,Higher Love,Kygo,4691125,2020-04-24--2020-05-01,global,6oJ6le65B3SEqPwMRNXWjY
168,Moonlight,XXXTENTACION,4665164,2020-04-24--2020-05-01,global,0JP9xo3adEtGSdUEISiszL
169,Piece Of Your Heart,MEDUZA,4654911,2020-04-24--2020-05-01,global,1DFD5Fotzgn6yYXkYsKiGs
170,Callaita,Bad Bunny,4635750,2020-04-24--2020-05-01,global,2TH65lNHgvLxCKXM3apjxI
171,Dancing With A Stranger (with Normani),Sam Smith,4612134,2020-04-24--2020-05-01,global,6Qs4SXO9dwPj5GKvVOv8Ki
172,Let Me Down Slowly,Alec Benjamin,4604335,2020-04-24--2020-05-01,global,2qxmye6gAegTMjLKEBoR3d
173,Youngblood,5 Seconds of Summer,4602294,2020-04-24--2020-05-01,global,2iUXsYOEPhVqEBwsqP70rE
174,A Tu Merced,Bad Bunny,4563495,2020-04-24--2020-05-01,global,4r9jkMEnArtWGH2rL2FZl0
175,SUGAR,BROCKHAMPTON,4554734,2020-04-24--2020-05-01,global,6U0FIYXCQ3TGrk4tFpLrEA
176,Eastside (with Halsey & Khalid),benny blanco,4523953,2020-04-24--2020-05-01,global,7FGq80cy8juXBCD2nrqdWU
177,How Do You Sleep?,Sam Smith,4512297,2020-04-24--2020-05-01,global,6b2RcmUt1g9N9mQ3CbjX2Y
178,Better Now,Post Malone,4487505,2020-04-24--2020-05-01,global,7dt6x5M1jzdTEt8oCbisTK
179,Savage Remix (feat. Beyoncé),Megan Thee Stallion,4463942,2020-04-24--2020-05-01,global,5v4GgrXPMghOnBBLmveLac
180,High Hopes,Panic! At The Disco,4463462,2020-04-24--2020-05-01,global,1rqqCSm0Qe4I9rUvWncaom
181,SLOW DANCING IN THE DARK,Joji,4448600,2020-04-24--2020-05-01,global,0rKtyWc8bvkriBthvHKY8d
182,Me Gusta,Shakira,4440661,2020-04-24--2020-05-01,global,5Xhqh4lwJPtMUTsdBztN1a
183,If You’re Too Shy (Let Me Know) - Edit,The 1975,4429092,2020-04-24--2020-05-01,global,3iEqGBZ2wcpVzhiAcwXVC6
184,Something Just Like This,The Chainsmokers,4415603,2020-04-24--2020-05-01,global,6RUKPb4LETWmmr3iAEQktW
185,Broke In A Minute,Tory Lanez,4406824,2020-04-24--2020-05-01,global,4xqIYGwwZTEem9U8A42SPF
186,"Alone, Pt. II",Alan Walker,4395061,2020-04-24--2020-05-01,global,0bMbDctzMmTyK2j74j3nF3
187,Tutu,Camilo,4393037,2020-04-24--2020-05-01,global,1Ol5LmdNDNpFu1oNwfgkux
188,XO Tour Llif3,Lil Uzi Vert,4384635,2020-04-24--2020-05-01,global,7GX5flRQZVHRAGd6B4TmDO
189,Lights Up,Harry Styles,4380291,2020-04-24--2020-05-01,global,4jAIqgrPjKLTY9Gbez25Qb
190,All Girls Are The Same,Juice WRLD,4379150,2020-04-24--2020-05-01,global,4VXIryQMWpIdGgYR4TrjT1
191,"thank u, next",Ariana Grande,4377529,2020-04-24--2020-05-01,global,3e9HZxeyfWwjeyPAMmWSSQ
192,Hate Me (with Juice WRLD),Ellie Goulding,4367368,2020-04-24--2020-05-01,global,6kls8cSlUyHW2BUOkDJIZE
193,God's Plan,Drake,4362068,2020-04-24--2020-05-01,global,6DCZcSspjsKoFjzjrWoCdn
194,I Like Me Better,Lauv,4354106,2020-04-24--2020-05-01,global,2P91MQbaiQOfbiz9VqhqKQ
195,Dior,Pop Smoke,4321148,2020-04-24--2020-05-01,global,79s5XnCN4TJKTVMSmOx8Ep
196,If I Can't Have You,Shawn Mendes,4317283,2020-04-24--2020-05-01,global,2bT1PH7Cw3J9p3t7nlXCdh
197,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,4299422,2020-04-24--2020-05-01,global,0JjM9bKm4wrwohMslcm892
198,Fantasias - Remix,Rauw Alejandro,4287730,2020-04-24--2020-05-01,global,0A37XY67wSdGqkGjtfW6aV
199,Girls Like You (feat. Cardi B),Maroon 5,4266332,2020-04-24--2020-05-01,global,7fa9MBXhVfQ8P8Df9OEbD8
200,Blanco,J Balvin,4214147,2020-04-24--2020-05-01,global,5pXy29xzxR3aTB0SYRI590
